날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
20250403,8,콘클라베,2025-03-05,2133,241053,19713500
20250403,9,라스트 마일,2025-03-26,1879,29524,14634000
20250403,10,스윙걸즈,2006-03-23,1872,67133,12824600
20250404,1,승부,2025-03-26,68484,993166,648835080
20250404,2,로비,2025-04-02,21900,85703,209177280
20250404,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,13054,594416,140462480
20250404,4,미스터 로봇,2025-04-04,5113,6554,41861300
20250404,5,미키 17,2025-02-28,4222,2983455,41900900
20250404,6,헤레틱,2025-04-02,3667,13162,29049000
20250404,7,라스트 마일,2025-03-26,2608,32132,25161300
20250404,8,콘클라베,2025-03-05,2361,243414,22890000
20250404,9,플로우,2025-03-19,1806,120339,17616100
20250404,10,세븐틴 [라잇 히어] 월드 투어 인 시네마,2025-04-02,1666,6419,44280000
20250405,1,승부,2025-03-26,208378,1201544,1976377950
20250405,2,로비,2025-04-02,46948,132651,455725680
20250405,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,26127,620543,266885640
20250405,4,플로우,2025-03-19,10364,130703,99394820
20250405,5,미키 17,2025-02-28,8985,2992440,89910830
20250405,6,헤레틱,2025-04-02,6933,20095,60031400
20250405,7,콘클라베,2025-03-05,5925,249339,60778660
20250405,8,미스터 로봇,2025-04-04,5107,11661,43885500
20250405,9,세븐틴 [라잇 히어] 월드 투어 인 시네마,2025-04-02,4466,10885,118373000
20250405,10,백설공주,2025-03-19,4459,182874,40144300
20250406,1,승부,2025-03-26,150716,1352260,1438623750
20250406,2,로비,2025-04-02,32702,165353,319741720
20250406,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,21570,642113,220883380
20250406,4,플로우,2025-03-19,7818,138521,74025000
20250406,5,미키 17,2025-02-28,5960,2998400,59358700
20250406,6,헤레틱,2025-04-02,4645,24740,41124600
20250406,7,콘클라베,2025-03-05,4241,253580,42807800
20250406,8,미스터 로봇,2025-04-04,3852,15513,33389900
20250406,9,세븐틴 [라잇 히어] 월드 투어 인 시네마,2025-04-02,3843,14728,106849500
20250406,10,백설공주,2025-03-19,3601,186475,32985700
20250407,1,승부,2025-03-26,41630,1393890,380634720
20250407,2,로비,2025-04-02,10277,175630,93141000
20250407,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,7646,649759,81569920
20250407,4,미키 17,2025-02-28,2220,3000620,21787980
20250407,5,콘클라베,2025-03-05,1819,255399,16642000
20250407,6,헤레틱,2025-04-02,1468,26208,13052900
20250407,7,야당,2025-04-16,1223,1502,13299000
20250407,8,플로우,2025-03-19,1121,139642,10446800
20250407,9,미스터 로봇,2025-04-04,990,16503,8192200
20250407,10,라스트 마일,2025-03-26,982,39461,8605900
20250408,1,승부,2025-03-26,36753,1430643,332630180
20250408,2,로비,2025-04-02,11902,187532,105351020
20250408,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6789,656548,73113100
20250408,4,야당,2025-04-16,6025,7527,54225000
20250408,5,미키 17,2025-02-28,1875,3002495,18078700
20250408,6,헤레틱,2025-04-02,1823,28031,13949100
20250408,7,콘클라베,2025-03-05,1663,257062,15269900
20250408,8,공포특급,2025-04-02,1508,12420,9995300
20250408,9,플로우,2025-03-19,1109,140751,10049800
20250408,10,미스터 로봇,2025-04-04,1064,17567,8865300
20250409,1,승부,2025-03-26,36183,1466826,330363060
20250409,2,아마추어,2025-04-09,15899,16393,142061840
20250409,3,로비,2025-04-02,7320,194852,67409500
20250409,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6581,663129,70372800
20250409,5,너의 췌장을 먹고 싶어,2017-10-25,6430,475250,42214600
20250409,6,베러맨,2025-04-09,6336,10413,45214300
20250409,7,야당,2025-04-16,5007,12534,45063000
20250409,8,택시 드라이버,1989-02-17,2006,2014,17765300
20250409,9,라스트 마일,2025-03-26,1747,42253,10781900
20250409,10,헤레틱,2025-04-02,1369,29400,9294200
20250410,1,승부,2025-03-26,35381,1502207,320818960
20250410,2,아마추어,2025-04-09,10034,26427,90778070
20250410,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,8048,671177,79317960
20250410,4,로비,2025-04-02,6787,201639,62222520
20250410,5,야당,2025-04-16,3994,16528,35946000
20250410,6,베러맨,2025-04-09,3143,13556,23705000
20250410,7,기동전사 건담 지쿠악스 비기닝,2025-04-02,2905,23713,26921560
20250410,8,너의 췌장을 먹고 싶어,2017-10-25,2662,477912,20640800
20250410,9,미스터 로봇,2025-04-04,2058,20824,16638000
20250410,10,콘클라베,2025-03-05,1224,259491,11559600
20250411,1,승부,2025-03-26,53729,1555936,504689360
20250411,2,아마추어,2025-04-09,10086,36513,94287220
20250411,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,8808,679985,96013340
20250411,4,로비,2025-04-02,8085,209724,77622900
20250411,5,드라이브 인 타이페이,2025-04-11,5079,5223,44063500
20250411,6,너의 췌장을 먹고 싶어,2017-10-25,3214,481126,27631700
20250411,7,베러맨,2025-04-09,2841,16397,23694900
20250411,8,콘클라베,2025-03-05,1513,261004,14648900
20250411,9,기동전사 건담 지쿠악스 비기닝,2025-04-02,1508,25221,15178760
20250411,10,라스트 마일,2025-03-26,1437,44623,11925600
20250412,1,승부,2025-03-26,135937,1691873,1305190400
20250412,2,아마추어,2025-04-09,20749,57262,201743000
20250412,3,로비,2025-04-02,17805,227529,179598100
20250412,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,15739,695724,163546340
20250412,5,너의 췌장을 먹고 싶어,2017-10-25,6386,487512,54454100
20250412,6,백설공주와 일곱난쟁이,2025-04-10,6331,7805,55388000
20250412,7,플로우,2025-03-19,5633,149946,56069900
20250412,8,드라이브 인 타이페이,2025-04-11,4273,9496,39873900
20250412,9,베러맨,2025-04-09,3554,19951,30388400
20250412,10,출동! 왕엉덩이 히어로: 털복숭이 꼬리도적단 소탕작전,2025-04-12,3164,3652,25053700
20250413,1,승부,2025-03-26,116778,1808651,1121212900
20250413,2,아마추어,2025-04-09,17163,74425,167100830
20250413,3,로비,2025-04-02,15665,243194,156680500
20250413,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,13788,709512,143181340
20250413,5,백설공주와 일곱난쟁이,2025-04-10,7212,15017,63570020
20250413,6,플로우,2025-03-19,6078,156024,59283280
20250413,7,너의 췌장을 먹고 싶어,2017-10-25,5083,492595,45950200
20250413,8,출동! 왕엉덩이 히어로: 털복숭이 꼬리도적단 소탕작전,2025-04-12,4352,8004,36147000
20250413,9,드라이브 인 타이페이,2025-04-11,3339,12835,30693700
20250413,10,콘클라베,2025-03-05,2896,266939,28252140
20250414,1,승부,2025-03-26,33277,1841928,307870480
20250414,2,아마추어,2025-04-09,5892,80317,55356370
20250414,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,5315,714827,57338180
20250414,4,로비,2025-04-02,5018,248212,46097000
20250414,5,드라이브 인 타이페이,2025-04-11,1310,14145,11330400
20250414,6,너의 췌장을 먹고 싶어,2017-10-25,1224,493819,11358300
20250414,7,베러맨,2025-04-09,1221,23908,10348900
20250414,8,콘클라베,2025-03-05,1044,267983,9575600
20250414,9,하보우만의 약속,2025-04-16,1017,2422,9153000
20250414,10,라스트 마일,2025-03-26,812,49141,5029100
20250415,1,승부,2025-03-26,25332,1867260,232607120
20250415,2,아마추어,2025-04-09,4805,85122,44341960
20250415,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4796,719623,52163400
20250415,4,로비,2025-04-02,4079,252291,36750800
20250415,5,드롭,2025-04-23,2919,2919,20433000
20250415,6,야당,2025-04-16,2315,18843,22969000
20250415,7,베러맨,2025-04-09,2069,25977,15830900
20250415,8,너의 췌장을 먹고 싶어,2017-10-25,1499,495318,12032500
20250415,9,콘클라베,2025-03-05,1133,269116,10551000
20250415,10,드라이브 인 타이페이,2025-04-11,1131,15276,9748800
20250416,1,야당,2025-04-16,85705,104548,783916840
20250416,2,승부,2025-03-26,13667,1880927,125569200
20250416,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3943,723566,43273000
20250416,4,브리짓 존스의 일기: 뉴 챕터,2025-04-16,3169,15176,28605300
20250416,5,마리아,2025-04-16,2933,5552,24496160
20250416,6,너의 췌장을 먹고 싶어,2017-10-25,2153,497471,14209400
20250416,7,열혈검사,2025-04-16,1856,2064,11513800
20250416,8,사유리,2025-04-16,1811,2553,15054100
20250416,9,부전시장,2025-03-27,1611,5842,16226500
20250416,10,택시 드라이버,1989-02-17,1240,7788,9905700
20250417,1,야당,2025-04-16,73742,178290,677517400
20250417,2,승부,2025-03-26,13341,1894268,120313840
20250417,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6323,729889,63726440
20250417,4,브리짓 존스의 일기: 뉴 챕터,2025-04-16,2754,17930,24635500
20250417,5,마리아,2025-04-16,1725,7277,14459300
20250417,6,열혈검사,2025-04-16,1494,3558,9350000
20250417,7,로비,2025-04-02,1052,254563,7631300
20250417,8,사유리,2025-04-16,1051,3604,9455600
20250417,9,드라이브 인 타이페이,2025-04-11,952,16663,7851500
20250417,10,너의 췌장을 먹고 싶어,2017-10-25,932,498403,6772300
20250418,1,야당,2025-04-16,107265,285555,1022779260
20250418,2,승부,2025-03-26,20649,1914917,193162100
20250418,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,5432,735321,61629400
20250418,4,브리짓 존스의 일기: 뉴 챕터,2025-04-16,3404,21334,31537860
20250418,5,마리아,2025-04-16,1955,9232,16801400
20250418,6,열혈검사,2025-04-16,1866,5424,11670900
20250418,7,플로우,2025-03-19,1619,160261,19723200
20250418,8,너의 췌장을 먹고 싶어,2017-10-25,1380,499783,10834400
20250418,9,아마추어,2025-04-09,1375,88372,13209960
20250418,10,사유리,2025-04-16,1338,4942,12613300
20250419,1,야당,2025-04-16,263212,548767,2535508320
20250419,2,승부,2025-03-26,48171,1963088,458308280
20250419,3,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,10135,10403,118261800
20250419,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,9134,744455,98695930
20250419,5,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,5444,5444,56777760
20250419,6,브리짓 존스의 일기: 뉴 챕터,2025-04-16,4914,26248,47250400
20250419,7,플로우,2025-03-19,3462,163723,33090000
20250419,8,기동전사 건담 지쿠악스 비기닝,2025-04-02,2653,35212,26121500
20250419,9,백설공주와 일곱난쟁이,2025-04-10,2643,19097,24217900
20250419,10,마리아,2025-04-16,2467,11699,23339000
20250420,1,야당,2025-04-16,239706,788473,2296076810
20250420,2,승부,2025-03-26,37698,2000786,358155660
20250420,3,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,10781,21184,126143900
20250420,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,7866,752321,84227080
20250420,5,브리짓 존스의 일기: 뉴 챕터,2025-04-16,3453,29701,32756100
20250420,6,플로우,2025-03-19,2990,166713,29208600
20250420,7,백설공주와 일곱난쟁이,2025-04-10,2379,21476,21641100
20250420,8,사유리,2025-04-16,1957,9239,19265700
20250420,9,마리아,2025-04-16,1872,13571,16825900
20250420,10,아마추어,2025-04-09,1804,92619,17103900
20250421,1,야당,2025-04-16,82246,870719,763056900
20250421,2,승부,2025-03-26,10127,2010913,92617300
20250421,3,거룩한 밤: 데몬 헌터스,2025-04-30,3424,3424,31848000
20250421,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2960,755281,32505700
20250421,5,브리짓 존스의 일기: 뉴 챕터,2025-04-16,2123,31824,18904000
20250421,6,마리아,2025-04-16,1237,14808,10312800
20250421,7,콘클라베,2025-03-05,920,275716,8391300
20250421,8,아마추어,2025-04-09,769,93388,7027800
20250421,9,하보우만의 약속,2025-04-16,740,7570,6365300
20250421,10,로비,2025-04-02,643,257757,5546100
20250422,1,야당,2025-04-16,91358,962077,843942360
20250422,2,승부,2025-03-26,11962,2022875,108895000
20250422,3,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2799,758080,30738400
20250422,4,브리짓 존스의 일기: 뉴 챕터,2025-04-16,2423,34247,21465360
20250422,5,콘클라베,2025-03-05,1507,277223,14443600
20250422,6,마리아,2025-04-16,1417,16225,11932900
20250422,7,열혈검사,2025-04-16,940,8715,6343600
20250422,8,아마추어,2025-04-09,866,94254,8073800
20250422,9,사유리,2025-04-16,861,10727,6818600
20250422,10,하보우만의 약속,2025-04-16,749,8319,6251800
20250423,1,야당,2025-04-16,78725,1040802,728973580
20250423,2,승부,2025-03-26,11002,2033877,100107560
20250423,3,압수수색: 내란의 시작,2025-04-23,5455,6749,48663900
20250423,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3166,761246,34923200
20250423,5,4월 이야기,2000-04-08,2618,8599,18319400
20250423,6,콘클라베,2025-03-05,1955,279178,18394900
20250423,7,브리짓 존스의 일기: 뉴 챕터,2025-04-16,1703,35950,15211100
20250423,8,우리가 빛이라 상상하는 모든 것,2025-04-23,1627,2768,15405000
20250423,9,마리아,2025-04-16,1549,17774,16031100
20250423,10,열혈검사,2025-04-16,1057,9772,6786400
20250424,1,야당,2025-04-16,74461,1115263,693631700
20250424,2,승부,2025-03-26,10619,2044496,97987060
20250424,3,파과,2025-04-30,7953,8200,71363000
20250424,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6921,768167,67254860
20250424,5,압수수색: 내란의 시작,2025-04-23,4490,11239,40183900
20250424,6,콘클라베,2025-03-05,2123,281301,19366800
20250424,7,브리짓 존스의 일기: 뉴 챕터,2025-04-16,1519,37469,13679800
20250424,8,"극장판 뱅드림! 잇츠 마이고!!!!! 전편: 봄의 양지, 방황하는 고양이",2025-04-24,1518,1518,13878500
20250424,9,4월 이야기,2000-04-08,1083,9682,8707900
20250424,10,플로우,2025-03-19,972,169079,7093500
20250425,1,야당,2025-04-16,108658,1223921,1046046120
20250425,2,승부,2025-03-26,16626,2061122,159339520
20250425,3,압수수색: 내란의 시작,2025-04-23,6988,18227,68356680
20250425,4,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6306,774473,69435500
20250425,5,콘클라베,2025-03-05,3811,285112,37302020
20250425,6,브리짓 존스의 일기: 뉴 챕터,2025-04-16,2028,39497,19553300
20250425,7,카우보이 비밥-천국의문,2003-10-03,1473,1815,13963200
20250425,8,열혈검사,2025-04-16,1373,11955,8181200
20250425,9,4월 이야기,2000-04-08,1252,10934,9890500
20250425,10,플로우,2025-03-19,894,169973,9229400
20250426,1,야당,2025-04-16,220908,1444829,2138419000
20250426,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,185890,207074,1767137970
20250426,3,승부,2025-03-26,21073,2082195,203912320
20250426,4,압수수색: 내란의 시작,2025-04-23,11246,29473,112077120
20250426,5,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,8385,782858,94866180
20250426,6,콘클라베,2025-03-05,5713,290825,56384080
20250426,7,스노우 폭스2: 몬스터타운 구하기,2025-04-26,4736,4777,37678100
20250426,8,시크릿쥬쥬 마법의 하모니,2025-05-01,1518,1518,16764700
20250426,9,4월 이야기,2000-04-08,1489,12423,13039100
20250426,10,해피엔드,2025-04-30,1388,3060,18876600
20250427,1,야당,2025-04-16,191882,1636711,1845676340
20250427,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,155958,363032,1458063200
20250427,3,승부,2025-03-26,17554,2099749,168853960
20250427,4,압수수색: 내란의 시작,2025-04-23,12105,41578,117998820
20250427,5,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,7750,790608,87220820
20250427,6,스노우 폭스2: 몬스터타운 구하기,2025-04-26,4742,9519,38004700
20250427,7,콘클라베,2025-03-05,4559,295384,44162000
20250427,8,플로우,2025-03-19,1556,172903,15626800
20250427,9,시크릿쥬쥬 마법의 하모니,2025-05-01,990,2508,11301300
20250427,10,4월 이야기,2000-04-08,980,13403,8938000
20250428,1,야당,2025-04-16,65681,1702392,610992700
20250428,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,17650,380682,174179220
20250428,3,승부,2025-03-26,7954,2107703,70303500
20250428,4,바이러스,2025-05-07,5556,5770,50004000
20250428,5,압수수색: 내란의 시작,2025-04-23,4171,45749,38324320
20250428,6,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3498,794106,37701100
20250428,7,콘클라베,2025-03-05,2402,297786,22160900
20250428,8,4월 이야기,2000-04-08,715,14118,5879600
20250428,9,플로우,2025-03-19,655,173558,5085300
20250428,10,브리짓 존스의 일기: 뉴 챕터,2025-04-16,519,41623,4519400
20250429,1,야당,2025-04-16,58474,1760866,539389580
20250429,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,17498,398180,168662370
20250429,3,승부,2025-03-26,8184,2115887,73137300
20250429,4,압수수색: 내란의 시작,2025-04-23,4041,49790,36959360
20250429,5,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3882,797988,40020860
20250429,6,콘클라베,2025-03-05,2758,300544,25411200
20250429,7,뽀로로 극장판 바닷속 대모험,2025-01-01,1122,428486,5996000
20250429,8,4월 이야기,2000-04-08,974,15092,7739600
20250429,9,우리가 빛이라 상상하는 모든 것,2025-04-23,703,7066,7342100
20250429,10,브리짓 존스의 일기: 뉴 챕터,2025-04-16,689,42312,6116700
20250430,1,거룩한 밤: 데몬 헌터스,2025-04-30,117030,121309,932613300
20250430,2,썬더볼츠＊,2025-04-30,100175,101423,894146610
20250430,3,야당,2025-04-16,80931,1841797,637771680
20250430,4,파과,2025-04-30,33388,42778,262450200
20250430,5,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,25485,423665,203472480
20250430,6,해피엔드,2025-04-30,5935,9368,46554700
20250430,7,승부,2025-03-26,3877,2119764,31768500
20250430,8,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3518,801506,33898700
20250430,9,콘클라베,2025-03-05,1933,302477,14904400
20250430,10,압수수색: 내란의 시작,2025-04-23,1853,51643,15455500
20250501,1,야당,2025-04-16,146882,1988679,1329421600
20250501,2,거룩한 밤: 데몬 헌터스,2025-04-30,127358,248667,1144129180
20250501,3,썬더볼츠＊,2025-04-30,107502,208925,1060481100
20250501,4,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,100013,523678,888278320
20250501,5,파과,2025-04-30,40055,82833,368718740
20250501,6,시크릿쥬쥬 마법의 하모니,2025-05-01,12059,14567,102874560
20250501,7,쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,6129,8273,54381200
20250501,8,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,5404,806910,53968400
20250501,9,승부,2025-03-26,4814,2124578,40850400
20250501,10,해피엔드,2025-04-30,4782,14150,44955900
20250502,1,야당,2025-04-16,88874,2077553,843342560
20250502,2,썬더볼츠＊,2025-04-30,70894,279819,734832260
20250502,3,거룩한 밤: 데몬 헌터스,2025-04-30,70093,318760,659613300
20250502,4,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,55940,579618,527945870
20250502,5,파과,2025-04-30,27564,110397,263946580
20250502,6,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4533,811443,48850800
20250502,7,해피엔드,2025-04-30,4516,18666,44614000
20250502,8,승부,2025-03-26,3406,2127984,29337100
20250502,9,시크릿쥬쥬 마법의 하모니,2025-05-01,2799,17366,23577020
20250502,10,콘클라베,2025-03-05,2055,307605,20134800
20250503,1,야당,2025-04-16,151949,2229502,1461853240
20250503,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,118188,697806,1120585550
20250503,3,썬더볼츠＊,2025-04-30,104712,384531,1099389380
20250503,4,거룩한 밤: 데몬 헌터스,2025-04-30,93324,412084,903899180
20250503,5,파과,2025-04-30,36394,146791,354603300
20250503,6,시크릿쥬쥬 마법의 하모니,2025-05-01,8248,25614,75184240
20250503,7,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,5951,817394,65073400
20250503,8,쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,4865,14498,45033000
20250503,9,해피엔드,2025-04-30,4182,22848,41519160
20250503,10,콘클라베,2025-03-05,3298,310903,34870300
20250504,1,야당,2025-04-16,150343,2379845,1449265360
20250504,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,102974,800780,986605760
20250504,3,썬더볼츠＊,2025-04-30,93375,477906,979367450
20250504,4,거룩한 밤: 데몬 헌터스,2025-04-30,87250,499334,858121540
20250504,5,파과,2025-04-30,37267,184058,365833200
20250504,6,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6390,823784,69873700
20250504,7,시크릿쥬쥬 마법의 하모니,2025-05-01,6141,31755,56316800
20250504,8,해피엔드,2025-04-30,4103,26951,40966800
20250504,9,쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,3852,18350,35250300
20250504,10,콘클라베,2025-03-05,3238,314141,32851000
20250505,1,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,173572,974352,1643618740
20250505,2,야당,2025-04-16,171926,2551771,1652020040
20250505,3,썬더볼츠＊,2025-04-30,102297,580203,1054894840
20250505,4,거룩한 밤: 데몬 헌터스,2025-04-30,85676,585010,832270520
20250505,5,파과,2025-04-30,41663,225721,411178840
20250505,6,시크릿쥬쥬 마법의 하모니,2025-05-01,10990,42745,102131440
20250505,7,스노우 폭스2: 몬스터타운 구하기,2025-04-26,7710,30375,68024300
20250505,8,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,7097,830881,76472020
20250505,9,쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,6961,25311,66747300
20250505,10,해피엔드,2025-04-30,4954,31905,49756100
20250506,1,야당,2025-04-16,121340,2673111,1159443540
20250506,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,117870,1092222,1097742730
20250506,3,썬더볼츠＊,2025-04-30,66613,646816,681999790
20250506,4,거룩한 밤: 데몬 헌터스,2025-04-30,57133,642143,550110620
20250506,5,파과,2025-04-30,39173,264894,390614320
20250506,6,시크릿쥬쥬 마법의 하모니,2025-05-01,10486,53231,95174400
20250506,7,쫑알쫑알 똘똘이: 이상한 마을 대모험,2025-04-30,6125,31436,57636100
20250506,8,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,6110,836991,65055280
20250506,9,스노우 폭스2: 몬스터타운 구하기,2025-04-26,5164,35539,41579100
20250506,10,해피엔드,2025-04-30,4650,36555,46156500
20250507,1,야당,2025-04-16,34587,2707698,324030920
20250507,2,썬더볼츠＊,2025-04-30,17154,663970,175267940
20250507,3,거룩한 밤: 데몬 헌터스,2025-04-30,13207,655350,122054800
20250507,4,파과,2025-04-30,12216,277110,111866060
20250507,5,바이러스,2025-05-07,11453,17223,99303100
20250507,6,괴수 8호: 미션 리컨,2025-05-07,6734,8710,61846400
20250507,7,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,6154,1098376,56035390
20250507,8,기동전사 건담 역습의 샤아,2025-05-07,4493,4493,39826900
20250507,9,해피엔드,2025-04-30,3521,40076,33167300
20250507,10,에이티즈 월드 투어 [투워즈 더 라이트 : 윌 투 파워] 인 시네마 ,2025-05-07,3095,3095,77375000
20250508,1,야당,2025-04-16,31787,2739485,294744680
20250508,2,썬더볼츠＊,2025-04-30,15054,679024,151016300
20250508,3,파과,2025-04-30,14047,291157,128113800
20250508,4,거룩한 밤: 데몬 헌터스,2025-04-30,10743,666093,98320300
20250508,5,바이러스,2025-05-07,6585,23808,55775960
20250508,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,5586,1103962,49328040
20250508,7,해피엔드,2025-04-30,3110,43186,28830400
20250508,8,미션 임파서블: 파이널 레코닝,2025-05-17,2968,2968,28440000
20250508,9,괴수 8호: 미션 리컨,2025-05-07,2631,11341,24231500
20250508,10,기동전사 건담 역습의 샤아,2025-05-07,1868,6361,17787900
20250509,1,야당,2025-04-16,51585,2791070,498769780
20250509,2,썬더볼츠＊,2025-04-30,28948,707972,292502840
20250509,3,파과,2025-04-30,21802,312959,207665500
20250509,4,거룩한 밤: 데몬 헌터스,2025-04-30,15475,681568,146051300
20250509,5,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,10935,1114897,98340380
20250509,6,바이러스,2025-05-07,9028,32836,78423500
20250509,7,해피엔드,2025-04-30,4422,47608,43229800
20250509,8,괴수 8호: 미션 리컨,2025-05-07,3377,14718,32970300
20250509,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2837,843514,33662360
20250509,10,기동전사 건담 역습의 샤아,2025-05-07,2541,8902,24669300
20250510,1,야당,2025-04-16,107982,2899052,1045254440
20250510,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,60383,1175280,564896450
20250510,3,썬더볼츠＊,2025-04-30,54647,762619,563912530
20250510,4,파과,2025-04-30,43769,356728,437464600
20250510,5,거룩한 밤: 데몬 헌터스,2025-04-30,29831,711399,296658020
20250510,6,바이러스,2025-05-07,12024,44860,116314700
20250510,7,극장판 귀멸의 칼날: 무한열차편,2021-01-27,11877,2201021,124250700
20250510,8,배드 가이즈,2022-05-04,9925,410254,99250000
20250510,9,괴수 8호: 미션 리컨,2025-05-07,6883,21601,66563020
20250510,10,해피엔드,2025-04-30,5495,53103,56450200
20250511,1,야당,2025-04-16,82863,2981915,803414920
20250511,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,61586,1236866,572268620
20250511,3,썬더볼츠＊,2025-04-30,41362,803981,421075990
20250511,4,파과,2025-04-30,37649,394377,374973130
20250511,5,거룩한 밤: 데몬 헌터스,2025-04-30,22214,733613,218445700
20250511,6,바이러스,2025-05-07,10313,55173,102097800
20250511,7,극장판 귀멸의 칼날: 무한열차편,2021-01-27,6073,2207094,63968100
20250511,8,괴수 8호: 미션 리컨,2025-05-07,5745,27346,55081500
20250511,9,해피엔드,2025-04-30,5034,58137,49960260
20250511,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4718,853145,49471220
20250512,1,야당,2025-04-16,28690,3010605,271663520
20250512,2,파과,2025-04-30,12447,406824,115360200
20250512,3,썬더볼츠＊,2025-04-30,11401,815382,117454730
20250512,4,거룩한 밤: 데몬 헌터스,2025-04-30,6449,740062,61657800
20250512,5,바이러스,2025-05-07,4296,59469,37212100
20250512,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3477,1240343,32541280
20250512,7,해피엔드,2025-04-30,2652,60789,25146900
20250512,8,극장판 귀멸의 칼날: 무한열차편,2021-01-27,1907,2209001,19444300
20250512,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1591,854736,17453300
20250512,10,괴수 8호: 미션 리컨,2025-05-07,1487,28833,14000700
20250513,1,야당,2025-04-16,25579,3036184,241595520
20250513,2,파과,2025-04-30,12782,419606,115483800
20250513,3,썬더볼츠＊,2025-04-30,11010,826392,111811660
20250513,4,거룩한 밤: 데몬 헌터스,2025-04-30,5941,746003,54930500
20250513,5,바이러스,2025-05-07,4993,64462,40878200
20250513,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3519,1243862,32142400
20250513,7,위드 러브,2025-05-14,2830,2830,19810000
20250513,8,해피엔드,2025-04-30,2465,63254,23536800
20250513,9,극장판 귀멸의 칼날: 무한열차편,2021-01-27,1510,2210511,15514700
20250513,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1381,856117,15076100
20250514,1,야당,2025-04-16,27555,3063739,258084520
20250514,2,파과,2025-04-30,12942,432548,118349700
20250514,3,썬더볼츠＊,2025-04-30,12230,838622,114804800
