날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
20250811,7,명탐정 코난: 척안의 잔상,2025-07-16,3868,704236,38979300
20250811,8,강령: 귀신놀이,2025-08-06,3808,46162,38886800
20250811,9,전지적 독자 시점,2025-07-23,3363,1048475,25854600
20250811,10,머티리얼리스트,2025-08-08,2728,23276,24951200
20250812,1,좀비딸,2025-07-30,100261,3553962,931562460
20250812,2,F1 더 무비,2025-06-25,43886,3732257,483093270
20250812,3,발레리나,2025-08-06,14706,216510,141559160
20250812,4,킹 오브 킹스,2025-07-16,7416,1171588,67318780
20250812,5,배드 가이즈 2,2025-07-30,6467,316956,55969600
20250812,6,스머프,2025-08-06,6172,102871,52434650
20250812,7,강령: 귀신놀이,2025-08-06,3943,50105,37881800
20250812,8,명탐정 코난: 척안의 잔상,2025-07-16,3756,707992,37783900
20250812,9,전지적 독자 시점,2025-07-23,3491,1051966,26996300
20250812,10,머티리얼리스트,2025-08-08,2879,26155,24817100
20250813,1,좀비딸,2025-07-30,90507,3644469,841126110
20250813,2,악마가 이사왔다,2025-08-13,48534,53283,448363600
20250813,3,F1 더 무비,2025-06-25,41581,3773838,460352280
20250813,4,식스데이즈,2025-08-13,15344,15908,337568000
20250813,5,긴키 지방의 어느 장소에 대하여,2025-08-13,14146,14146,138286800
20250813,6,발레리나,2025-08-06,8780,225290,85916700
20250813,7,킹 오브 킹스,2025-07-16,5932,1177520,54110800
20250813,8,스머프,2025-08-06,4552,107423,36533120
20250813,9,배드 가이즈 2,2025-07-30,4407,321363,37411900
20250813,10,명탐정 코난: 척안의 잔상,2025-07-16,3068,711060,30421500
20250814,1,좀비딸,2025-07-30,110953,3755422,1033103130
20250814,2,F1 더 무비,2025-06-25,56882,3830720,631740540
20250814,3,악마가 이사왔다,2025-08-13,39110,92393,355183570
20250814,4,긴키 지방의 어느 장소에 대하여,2025-08-13,14359,28505,139953120
20250814,5,발레리나,2025-08-06,11948,237238,116711770
20250814,6,킹 오브 킹스,2025-07-16,7070,1184590,64316550
20250814,7,배드 가이즈 2,2025-07-30,5250,326613,45529100
20250814,8,식스데이즈,2025-08-13,4773,20681,105006000
20250814,9,스머프,2025-08-06,4731,112154,38432870
20250814,10,머티리얼리스트,2025-08-08,3161,31305,25815760
20250815,1,좀비딸,2025-07-30,290709,4046131,2835148970
20250815,2,F1 더 무비,2025-06-25,140886,3971606,1598074170
20250815,3,악마가 이사왔다,2025-08-13,73914,166307,720667880
20250815,4,긴키 지방의 어느 장소에 대하여,2025-08-13,24374,52879,251920180
20250815,5,킹 오브 킹스,2025-07-16,21818,1206408,210550250
20250815,6,스머프,2025-08-06,19243,131397,177210590
20250815,7,발레리나,2025-08-06,19142,256380,196316400
20250815,8,배드 가이즈 2,2025-07-30,17719,344332,163500090
20250815,9,식스데이즈,2025-08-13,5415,26096,119130000
20250815,10,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5057,202760,50994500
20250816,1,좀비딸,2025-07-30,261583,4307714,2569869840
20250816,2,F1 더 무비,2025-06-25,130471,4102077,1462043500
20250816,3,악마가 이사왔다,2025-08-13,57897,224204,572753440
20250816,4,긴키 지방의 어느 장소에 대하여,2025-08-13,25833,78712,269824960
20250816,5,발레리나,2025-08-06,18151,274531,186195060
20250816,6,킹 오브 킹스,2025-07-16,17779,1224187,168246630
20250816,7,배드 가이즈 2,2025-07-30,12506,356838,116708880
20250816,8,스머프,2025-08-06,12034,143431,110673980
20250816,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,11548,12172,191858500
20250816,10,식스데이즈,2025-08-13,5258,31354,115676000
20250817,1,좀비딸,2025-07-30,211059,4518773,2063574260
20250817,2,F1 더 무비,2025-06-25,103896,4205973,1159259850
20250817,3,악마가 이사왔다,2025-08-13,45855,270059,457626580
20250817,4,긴키 지방의 어느 장소에 대하여,2025-08-13,22932,101644,238754430
20250817,5,킹 오브 킹스,2025-07-16,19531,1243718,179133800
20250817,6,발레리나,2025-08-06,12350,286881,126387710
20250817,7,배드 가이즈 2,2025-07-30,11878,368716,110313980
20250817,8,스머프,2025-08-06,11798,155229,108147630
20250817,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,11460,23632,190379000
20250817,10,독립군: 끝나지 않은 전쟁,2025-08-13,4606,16392,42516500
20250818,1,좀비딸,2025-07-30,61234,4580007,581856240
20250818,2,F1 더 무비,2025-06-25,36659,4242632,402818550
20250818,3,악마가 이사왔다,2025-08-13,15199,285258,140077380
20250818,4,긴키 지방의 어느 장소에 대하여,2025-08-13,10956,112600,110435160
20250818,5,발레리나,2025-08-06,5658,292539,54797000
20250818,6,킹 오브 킹스,2025-07-16,3263,1246981,30437450
20250818,7,스머프,2025-08-06,2664,157893,22952700
20250818,8,배드 가이즈 2,2025-07-30,2522,371238,22227700
20250818,9,독립군: 끝나지 않은 전쟁,2025-08-13,2317,18709,20602820
20250818,10,머티리얼리스트,2025-08-08,1762,43685,14620000
20250819,1,좀비딸,2025-07-30,53951,4633958,506850180
20250819,2,F1 더 무비,2025-06-25,34652,4277284,388850910
20250819,3,악마가 이사왔다,2025-08-13,15336,300594,138681960
20250819,4,긴키 지방의 어느 장소에 대하여,2025-08-13,10584,123184,106584850
20250819,5,발레리나,2025-08-06,5271,297810,51198500
20250819,6,킹 오브 킹스,2025-07-16,3350,1250331,30358300
20250819,7,스머프,2025-08-06,2578,160471,21193700
20250819,8,독립군: 끝나지 않은 전쟁,2025-08-13,2476,21185,22936100
20250819,9,배드 가이즈 2,2025-07-30,2385,373623,20632650
20250819,10,백! 스테이지, ,2286,3881,11430000
20250820,1,좀비딸,2025-07-30,50380,4684338,475149940
20250820,2,F1 더 무비,2025-06-25,37646,4314930,420377440
20250820,3,악마가 이사왔다,2025-08-13,17549,318143,153599560
20250820,4,긴키 지방의 어느 장소에 대하여,2025-08-13,10273,133457,104476950
20250820,5,발레리나,2025-08-06,5155,302965,50606800
20250820,6,어글리 시스터,2025-08-20,5011,5211,45932400
20250820,7,킹 오브 킹스,2025-07-16,2465,1252796,22495300
20250820,8,로마의 휴일,2025-08-20,2319,28254,20943600
20250820,9,스머프,2025-08-06,2227,162698,17149300
20250820,10,식스데이즈,2025-08-13,1903,37119,41866000
20250821,1,좀비딸,2025-07-30,46998,4731336,438391990
20250821,2,F1 더 무비,2025-06-25,39199,4354129,441919350
20250821,3,악마가 이사왔다,2025-08-13,15634,333777,140690780
20250821,4,긴키 지방의 어느 장소에 대하여,2025-08-13,9463,142920,97096740
20250821,5,발레리나,2025-08-06,4975,307940,48354140
20250821,6,어글리 시스터,2025-08-20,3001,8212,28578700
20250821,7,킹 오브 킹스,2025-07-16,2854,1255650,25786250
20250821,8,극장판 귀멸의 칼날: 무한성편,2025-08-22,2330,25962,37098000
20250821,9,백산 - 의령에서 발해까지,2025-02-05,2087,10470,11978500
20250821,10,스머프,2025-08-06,1700,164398,12877300
20250822,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,517922,543884,5674122640
20250822,2,좀비딸,2025-07-30,48263,4779599,468655590
20250822,3,F1 더 무비,2025-06-25,27337,4381466,284507800
20250822,4,악마가 이사왔다,2025-08-13,8380,342157,76451850
20250822,5,긴키 지방의 어느 장소에 대하여,2025-08-13,8285,151205,88393020
20250822,6,온리 갓 노우즈 에브리띵,2025-08-22,4318,7376,38219600
20250822,7,어글리 시스터,2025-08-20,2531,10743,26733200
20250822,8,독립군: 끝나지 않은 전쟁,2025-08-13,2018,26296,18052900
20250822,9,스머프,2025-08-06,1904,166302,13798000
20250822,10,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,1886,216604,11416200
20250823,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,606257,1150141,6504297540
20250823,2,좀비딸,2025-07-30,116869,4896468,1144051270
20250823,3,F1 더 무비,2025-06-25,64044,4445510,656185450
20250823,4,악마가 이사왔다,2025-08-13,19304,361461,196554320
20250823,5,긴키 지방의 어느 장소에 대하여,2025-08-13,18908,170113,195663580
20250823,6,킹 오브 킹스,2025-07-16,8748,1266129,83937900
20250823,7,스머프,2025-08-06,5327,171629,48093840
20250823,8,배드 가이즈 2,2025-07-30,5072,382385,46352600
20250823,9,어글리 시스터,2025-08-20,4058,14801,43275200
20250823,10,온리 갓 노우즈 에브리띵,2025-08-22,3829,11205,36361800
20250824,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,498936,1649077,5355541070
20250824,2,좀비딸,2025-07-30,107084,5003552,1041088460
20250824,3,F1 더 무비,2025-06-25,59898,4505408,608919580
20250824,4,긴키 지방의 어느 장소에 대하여,2025-08-13,18460,188573,190485420
20250824,5,악마가 이사왔다,2025-08-13,17146,378607,173535630
20250824,6,킹 오브 킹스,2025-07-16,11993,1278122,114990200
20250824,7,배드 가이즈 2,2025-07-30,5383,387768,50541120
20250824,8,스머프,2025-08-06,5242,176871,47527250
20250824,9,온리 갓 노우즈 에브리띵,2025-08-22,2852,14057,27718500
20250824,10,어글리 시스터,2025-08-20,2667,17468,27887900
20250825,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,215368,1864445,2331854220
20250825,2,좀비딸,2025-07-30,28928,5032480,275759600
20250825,3,F1 더 무비,2025-06-25,20195,4525603,201183230
20250825,4,긴키 지방의 어느 장소에 대하여,2025-08-13,6675,195248,68443960
20250825,5,악마가 이사왔다,2025-08-13,5390,383997,50166500
20250825,6,어글리 시스터,2025-08-20,1493,18961,15494200
20250825,7,온리 갓 노우즈 에브리띵,2025-08-22,1266,15323,10538200
20250825,8,독립군: 끝나지 않은 전쟁,2025-08-13,1243,32828,11456600
20250825,9,발레리나,2025-08-06,1024,315120,10060500
20250825,10,킹 오브 킹스,2025-07-16,1004,1279126,9245200
20250826,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,152305,2016750,1681574480
20250826,2,좀비딸,2025-07-30,27583,5060063,259026240
20250826,3,F1 더 무비,2025-06-25,19280,4544883,191249650
20250826,4,악마가 이사왔다,2025-08-13,6165,390162,54141200
20250826,5,긴키 지방의 어느 장소에 대하여,2025-08-13,6089,201337,62221690
20250826,6,어글리 시스터,2025-08-20,1453,20414,15230600
20250826,7,발레리나,2025-08-06,1317,316437,13008000
20250826,8,온리 갓 노우즈 에브리띵,2025-08-22,1292,16615,10956900
20250826,9,킹 오브 킹스,2025-07-16,1191,1280317,10604840
20250826,10,독립군: 끝나지 않은 전쟁,2025-08-13,1170,33998,10704800
20250827,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,217627,2234377,1940977120
20250827,2,좀비딸,2025-07-30,57529,5117592,440955280
20250827,3,F1 더 무비,2025-06-25,43315,4588198,347637610
20250827,4,노바디2,2025-08-27,17097,21121,128823800
20250827,5,첫사랑 엔딩,2025-08-27,15615,15615,125520740
20250827,6,긴키 지방의 어느 장소에 대하여,2025-08-13,8226,209563,66291140
20250827,7,악마가 이사왔다,2025-08-13,7109,397271,54868600
20250827,8,프리키 프라이데이 2,2025-08-27,6244,6941,49495500
20250827,9,그랑 메종 파리,2025-08-27,3098,3404,21364500
20250827,10,독립군: 끝나지 않은 전쟁,2025-08-13,2431,36429,18799900
20250828,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,118642,2353019,1319118880
20250828,2,임영웅 [아임 히어로 2] 청음회,2025-08-28,50068,50068,200272000
20250828,3,좀비딸,2025-07-30,27948,5145540,256452190
20250828,4,F1 더 무비,2025-06-25,20559,4608757,209032980
20250828,5,첫사랑 엔딩,2025-08-27,8238,23853,77167100
20250828,6,긴키 지방의 어느 장소에 대하여,2025-08-13,4874,214437,50507840
20250828,7,노바디2,2025-08-27,4290,25411,40405300
20250828,8,악마가 이사왔다,2025-08-13,4187,401458,37702300
20250828,9,프리키 프라이데이 2,2025-08-27,3244,10185,29831350
20250828,10,온리 갓 노우즈 에브리띵,2025-08-22,1677,18861,13286200
20250829,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,164974,2517993,1889585970
20250829,2,좀비딸,2025-07-30,35788,5181328,342473970
20250829,3,F1 더 무비,2025-06-25,28938,4637695,306959710
20250829,4,첫사랑 엔딩,2025-08-27,8755,32608,85489200
20250829,5,긴키 지방의 어느 장소에 대하여,2025-08-13,7131,221568,75857670
20250829,6,노바디2,2025-08-27,5032,30443,51100300
20250829,7,악마가 이사왔다,2025-08-13,4564,406022,41600640
20250829,8,슈퍼소닉,2016-11-24,3774,22980,41800560
20250829,9,프리키 프라이데이 2,2025-08-27,3616,13801,34198060
20250829,10,그랑 메종 파리,2025-08-27,1722,6676,13014900
20250830,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,350763,2868756,3833946550
20250830,2,좀비딸,2025-07-30,87155,5268483,850503090
20250830,3,F1 더 무비,2025-06-25,64041,4701736,667008610
20250830,4,긴키 지방의 어느 장소에 대하여,2025-08-13,16039,237607,167444200
20250830,5,첫사랑 엔딩,2025-08-27,15295,47903,153105370
20250830,6,노바디2,2025-08-27,8519,38962,85923700
20250830,7,악마가 이사왔다,2025-08-13,6118,412140,58731600
20250830,8,킹 오브 킹스,2025-07-16,4980,1288168,46215700
20250830,9,프리키 프라이데이 2,2025-08-27,4651,18452,44777800
20250830,10,스머프,2025-08-06,2961,183027,26034600
20250831,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,284962,3153718,3086078010
20250831,2,좀비딸,2025-07-30,78593,5347076,761048990
20250831,3,F1 더 무비,2025-06-25,58648,4760384,597184990
20250831,4,첫사랑 엔딩,2025-08-27,16434,64337,163152210
20250831,5,긴키 지방의 어느 장소에 대하여,2025-08-13,12949,250556,135236880
20250831,6,킹 오브 킹스,2025-07-16,7867,1296035,70634000
20250831,7,노바디2,2025-08-27,7082,46044,69913400
20250831,8,악마가 이사왔다,2025-08-13,5086,417226,48449920
20250831,9,프리키 프라이데이 2,2025-08-27,4104,22556,39443640
20250831,10,스머프,2025-08-06,3249,186276,29760500
20250901,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,88577,3242295,976910710
20250901,2,F1 더 무비,2025-06-25,19327,4779711,192918670
20250901,3,좀비딸,2025-07-30,17756,5364832,168179300
20250901,4,첫사랑 엔딩,2025-08-27,5894,70231,56511850
20250901,5,긴키 지방의 어느 장소에 대하여,2025-08-13,3648,254204,37375500
20250901,6,노바디2,2025-08-27,2657,48701,25009400
20250901,7,악마가 이사왔다,2025-08-13,1939,419165,18471100
20250901,8,프리키 프라이데이 2,2025-08-27,1828,24384,16846000
20250901,9,머티리얼리스트,2025-08-08,1258,59640,7649600
20250901,10,백산 - 의령에서 발해까지,2025-02-05,1247,20048,6541500
20250902,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,73984,3316279,813518760
20250902,2,F1 더 무비,2025-06-25,18309,4798020,186635840
20250902,3,좀비딸,2025-07-30,16746,5381578,154255280
20250902,4,첫사랑 엔딩,2025-08-27,6616,76847,62830300
20250902,5,긴키 지방의 어느 장소에 대하여,2025-08-13,3114,257318,31681200
20250902,6,악마가 이사왔다,2025-08-13,2939,422104,26802700
20250902,7,노바디2,2025-08-27,2668,51369,25001900
20250902,8,프리키 프라이데이 2,2025-08-27,2366,26750,21487300
20250902,9,온리 갓 노우즈 에브리띵,2025-08-22,749,23176,6075500
20250902,10,모노노케 히메,2003-04-25,624,1219,10608000
20250903,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,79539,3395818,838092040
20250903,2,컨저링: 마지막 의식,2025-09-03,39581,39926,397341310
20250903,3,F1 더 무비,2025-06-25,14607,4812627,141457480
20250903,4,좀비딸,2025-07-30,14602,5396180,133630700
20250903,5,투게더,2025-09-03,7925,10504,56333900
20250903,6,첫사랑 엔딩,2025-08-27,4071,80918,38704600
20250903,7,이티,1984-06-23,2409,10448,23080700
20250903,8,살인자 리포트,2025-09-05,1892,2790,17028000
20250903,9,긴키 지방의 어느 장소에 대하여,2025-08-13,1558,258876,15535300
20250903,10,악마가 이사왔다,2025-08-13,1517,423621,13782100
20250904,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,62698,3458516,678161700
20250904,2,컨저링: 마지막 의식,2025-09-03,28534,68460,286830930
20250904,3,F1 더 무비,2025-06-25,13230,4825857,132347510
20250904,4,좀비딸,2025-07-30,12987,5409167,119625700
20250904,5,투게더,2025-09-03,4515,15019,34885600
20250904,6,첫사랑 엔딩,2025-08-27,3468,84386,32606400
20250904,7,악마가 이사왔다,2025-08-13,1534,425155,12818700
20250904,8,긴키 지방의 어느 장소에 대하여,2025-08-13,1307,260183,13145900
20250904,9,노바디2,2025-08-27,1200,53898,10973700
20250904,10,이티,1984-06-23,1044,11492,10006600
20250905,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,100151,3558667,1129519280
20250905,2,컨저링: 마지막 의식,2025-09-03,38202,106662,395645550
20250905,3,살인자 리포트,2025-09-05,36081,38871,347284730
20250905,4,F1 더 무비,2025-06-25,17289,4843146,174907920
20250905,5,좀비딸,2025-07-30,15723,5424890,147751490
20250905,6,첫사랑 엔딩,2025-08-27,4764,89150,46550620
20250905,7,투게더,2025-09-03,3646,18665,33246200
20250905,8,전력질주,2025-09-10,1813,1813,18692900
20250905,9,긴키 지방의 어느 장소에 대하여,2025-08-13,1705,261888,18292180
20250905,10,악마가 이사왔다,2025-08-13,1127,426282,9537200
20250906,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,219105,3777772,2357291100
20250906,2,컨저링: 마지막 의식,2025-09-03,72228,178890,750656230
20250906,3,살인자 리포트,2025-09-05,60626,99497,593778900
20250906,4,F1 더 무비,2025-06-25,38671,4881817,389718510
20250906,5,좀비딸,2025-07-30,38508,5463398,372593370
20250906,6,첫사랑 엔딩,2025-08-27,9976,99126,97001420
20250906,7,투게더,2025-09-03,6046,24711,55155500
20250906,8,아기돼지 3형제: 도넛별 대모험,2025-09-04,4613,8658,40827400
20250906,9,긴키 지방의 어느 장소에 대하여,2025-08-13,3688,265576,38136000
20250906,10,킹 오브 킹스,2025-07-16,2531,1300533,24189950
20250907,1,극장판 귀멸의 칼날: 무한성편,2025-08-22,179831,3957603,1922652800
20250907,2,컨저링: 마지막 의식,2025-09-03,54257,233147,562117020
20250907,3,살인자 리포트,2025-09-05,53247,152744,522845670
20250907,4,좀비딸,2025-07-30,33055,5496453,318832730
